code,Profit contribution,Net interest income,Intermediate income,Deposit and finance daily
2309,1046.18,970.42,584.02,86077.58
2310,820.76,1134.72,16.08,100668.48
2311,-8.78,1,1,1.12
2312,1675.26,2973.32,204.78,263919.88
2313,509.28,87.5,799.12,7680.66
2314,214.92,1.32,378.4,28.64
2315,4374.58,3183.12,2844.66,282547.68
2316,14514.44,6433.22,13107.44,571129.26
2317,15836.46,22027.94,378.36,1955820.96
2318,2304.08,2633.6,1038.74,233754.62
2319,5.06,16.74,2.98,1397.82
2320,9.9,78.48,136.84,6884.16
2321,23.44,10.84,95.34,876.38
2322,782.72,34.16,1274.58,2945.78
2323,496.9,55.22,680.2,4814.16
2324,2580.08,2198.3,1552.02,195105.66
2325,-20.2,2.3,1,118.46
2326,62.92,1.1,109.5,10
2327,-14.18,1,1,1.08
2328,183.1,1,264.68,1
2329,352.9,26.22,513.26,2239.9
2330,415.7,275.32,362.52,24355.7
2331,31232.66,41428.02,3780.4,3876712.76
2332,-6.32,1.04,1,5.24
2333,-20.02,3.2,1,193.3
2334,1010.94,706.54,951.54,62643.56
2335,107988.12,165641.94,35.34,14707645.38
2336,2177.32,1418.52,1883.02,125867.72
2337,985.06,188.34,1246.38,16637.24
2338,-1.42,19.04,1,1606.34
2339,-26.8,1,1.1,1.02
2340,2390.64,3882.44,1,344643.8
2341,687.38,85,1057.56,7456.36
2342,1243.94,1257.38,487.8,111561.74
2343,375.52,145.48,378.36,12827.54
2344,546.52,12.94,850.06,1062.8
2345,440460.62,619610.62,1,55016575.88
2346,191169.22,256201.72,1903.04,467547.36
2347,70.62,104.58,10.44,9201.62
2348,605.48,119.82,723.64,10552.92
2349,90.2,6.04,227.9,443.56
2350,4604.78,7667.44,1,600319.52
2351,10.48,23.62,1,2010.02
2352,2579.5,1008.9,2548.24,89495.94
2353,-4.46,1,1,1.66
2354,3377.76,870.14,4165.24,77157.64
2355,-19.56,3.24,1,194.68
2356,-79.22,1.08,1,8.76
2357,6.5,31.3,1,2691.76
2358,1201.62,1542.36,472.7,136859.94
2359,191851.92,269699.96,302.96,23947198.7
2360,504.54,455.4,297.24,40346.76
2361,57427.98,41776.6,20639.22,446691.26
2362,297.52,111.22,548.2,9787.86
2363,61.94,94.02,16.1,8262.48
2364,-22.48,1.12,1,13.6
2365,-21.04,1,1,29.86
2366,-15.1,1.94,1,83.9
2367,-57.6,21.02,10.44,1777.94
2368,1016.18,334.86,1531.24,29643.22
2369,44.04,101.08,1,8884.8
2370,160.52,29.6,342.56,2540.88
2371,271.9,6.22,412.74,464.76
2372,11659.74,15295.08,897.22,1357999.46
2373,955.2,120.78,1327.44,10637.7
2374,1065.42,129.86,1429.3,11439.78
2375,-79.32,1,1,3.48
2376,5225.52,6687.88,2346.28,593742.64
2377,-1788.8,98730.94,1925.54,955023.02
2378,1561.72,841.84,1227.42,74660.92
2379,769.06,31.08,1067,2670.74
2380,-84.42,8.4,48.2,657.7
2381,1591567.64,-51427.28,1,1
2382,64.96,6.02,144.48,447.34
2383,1201.58,145.36,1953.78,14579.9
2384,-9.6,1.54,1,52.08
2385,464.16,7.62,680.2,586.04
2386,242.58,112.36,267.04,9889.22
2387,-19.28,4.48,8.54,306.4
2388,2207.88,1765.56,1651.94,156680.76
2389,9473.3,2451.78,3624.98,261051.58
2390,1024.36,1197.58,189.68,106246.58
2391,339.68,96.34,448.44,8467.14
2392,80.64,289.9,153.76,25652.12
2393,1645.28,952.74,1576.42,212247.58
2394,3569.58,2043.74,2382.16,181380.08
2395,20.46,2.92,55.7,167.18
2396,289654.32,529074.84,4199.18,57714045.64
2397,422.48,34.26,576.46,2949.7
2398,3749.94,4578.8,1463.26,406470.6
2399,387.94,3.08,544.64,184.06
2400,151.08,10.96,527.42,880.9
2401,60.16,20.36,503.26,1720.76
2402,923.18,434.06,944.4,38448.58
2403,1636.8,367.9,2321.82,32574.94
2404,1446.26,33.12,1953.78,2855.02
2405,852.66,152.88,1084.02,13488.08
2406,393.5,640.34,1,50064.92
2407,957.56,735.22,674.58,65192.52
2408,267.86,170.44,450.06,15045.2
2409,66.26,174.38,1,15397.16
2410,295.72,67.8,118.18,5931.48
2411,2947.82,2720.12,1514.22,241440.72
2412,2115.62,914.94,2116.18,81152.36
2413,208,94.44,389.64,8296.74
2414,-13.88,84.04,1,7373.22
2415,2853.24,3544.04,431.24,314598.2
2416,577.74,13.6,802.9,1121.36
2417,1087.7,415.9,1140.88,36838.12
2418,1653.38,14.54,2382.12,1201.58
2419,117.54,1.32,181.04,28.84
2420,607.9,738.38,153.84,65474.3
2421,-7,5.14,1,366.44
2422,-31.74,1.5,24.66,45.2
2423,19955.84,26448.16,1172.72,2348305.78
2424,24313.5,14366.36,5387.74,10592314.22
2425,176.28,249.68,1,22081.6
2426,68.42,1,95.34,1
2427,76.06,13.16,125.06,1080.46
2428,-18926.92,186936.3,72399.98,6294811.858
2429,14.84,1.04,38.74,4.52
2430,592.12,4.38,812.82,302.72
2431,810.08,325.48,1208.5,28811.46
2432,84.5,1,151.94,1
2433,232.3,14.26,340.62,1176.56
2434,1797.48,2350.7,253.76,208635.14
2435,-1.72,1,1.32,1
2436,193.62,4.2,284.08,284.28
2437,2244.92,1,1604.84,1
2438,4124.62,4570.62,1365.14,405747.38
2439,-10.26,16.92,1,1415.26
2440,132.56,150.66,85.9,13286.84
2441,110102.76,149675.36,2916.14,13436016.18
2442,338.96,557.44,144.14,49415.86
2443,-8.92,2.44,1,124.72
2444,78095.86,96928.74,3808.16,376423.06
2445,476.7,205.66,553.88,18175.48
2446,1351.74,321.24,392.92,30435.18
2447,1325.3,479.14,1470.86,42453.38
2448,184660.1,406614.22,-29117.94,1422488.46
2449,431.46,8.64,831.26,676.86
2450,2063.04,2818.04,746.3,250133.46
2451,642.1,20.2,1057.56,1705.36
2452,-11.38,3.42,1,190.78
2453,6206.5,3970.1,5008.04,352426.34
2454,1031.94,174.32,1327.46,15388.82
2455,805.68,59.58,1057.56,5203
2456,1043.82,363.18,1346.3,32160.28
2457,113.68,130.54,80.54,11502.78
2458,-22.78,7.9,136.52,613.56
2459,261.4,97.58,318.96,8573.94
2460,567.36,408.44,406.66,36180.9
2461,671.94,842.48,655.72,74714.84
2462,90.68,1,161.38,1
2463,13749.36,16208.54,2614.52,1439100.88
2464,66.76,1,104.78,1
2465,-3.98,117.36,1,9112.48
2466,1182.1,1101.56,567.04,97722.02
2467,395.08,10.32,567.04,829.8
2468,820.64,135.56,1085.86,11946.32
2469,974.6,6.46,1369.9,485.92
2470,372.78,7.52,680.2,580.48
2471,423.02,196.62,623.62,17372.74
2472,454.04,55.98,970.82,4883.22
2473,125.56,207.68,1,18352.34
2474,312.66,300.36,178.36,26581.58
2475,372.5,115.5,401,10168.52
2476,179.7,9.5,291.62,753.64
2477,18085.92,24032.92,567.04,2133849.64
2478,340.14,57.74,567.04,5038.62
2479,160740.68,127205.84,105057.62,11294810
2480,1260.84,1072.76,955.44,95165.8
2481,19650.62,7199.08,1346.3,1911073.473
2482,517.58,68.84,687.74,6025.04
2483,1327.44,16.48,1812.28,1373.34
2484,2146.1,1585.62,1802.9,160147.0044
2485,460.02,358.26,659.5,31721.16
2486,163.54,15.58,227.4,1295.98
2487,17.08,45.34,1,3939.56
2488,69.62,117.58,1,10349.66
2489,33422.72,52288.14,1025.22,4642696.14
2490,-7.06,1,1,2
2491,-1909701.86,-1734746.64,39582.84,587428442.8
2492,314.64,88.4,378.36,7759.3
2493,136.12,315.62,1,27938.14
2494,-0.26,1,1.68,1
2495,388.38,134.42,444.4,11845.4
2496,-29.4,1,1,1.1
2497,-18.32,1.24,1,20.3
2498,255.62,12.22,378.38,996.44
2499,24706.9,33683.6,1133.08,2990757.46
2500,226.76,6.58,331.18,497.06
2501,1253.3,297.24,1599.12,26305.76
2502,5270.38,7254.7,802.9,644072.78
2503,950.08,356.84,1218.62,31595.48
2504,9049.38,10726.26,2033.6,952319.86
2505,60.28,33.64,85.9,2898.66
2506,11371.28,13109.52,3367.62,1163937.9
2507,8521,11606.08,863.2,1030443.4
2508,9431.36,11386.3,2325.62,1010928.18
2509,314.54,3.26,635.02,200.94
2510,912.22,643,668.92,57008.92
2511,6888.42,11770.26,67.04,2002000.18
2512,1615.62,1705.62,567.04,151354.94
2513,321.84,1.04,680.22,3.22
2514,68.52,1.22,259.66,22.82
2515,-24.3,1.14,1,10.02
2516,-22,3.12,1,194.08
2517,176.32,2.26,282.24,160.82
2518,2085.76,941.12,1920.8,83472.98
2519,428.9,7.66,708.54,592.52
2520,83.76,1.48,152.1,43.08
2521,117.74,84.4,567.04,8924.98
2522,249.72,1.34,416.1,27.52
2523,-29.98,47.08,1,4092.14
2524,222.94,30.74,338.4,2640.46
2525,848.78,337.14,1090.62,29845.78
2526,479.48,45.56,651.96,3956.02
2527,1001.44,368.58,1151.94,32637.14
2528,701,69.98,1057.56,6126.04
2529,-10.42,1.3,1,24.06
2530,46.96,100.62,1,8842.74
2531,932.84,164.1,1187.84,14482.12
2532,4978.46,6655.96,1744.44,590909.5
2533,1063.16,37.16,1504.92,3212.06
2534,245.42,492.34,19.88,43626.64
2535,10,1,151.94,1.66
2536,43.12,1,104.78,1.18
2537,165.82,65.02,231.56,5686.28
2538,2253.48,3153.44,2109.62,279912.36
2539,13848.24,22678.9,576.48,2013625.24
2540,5118,5063.88,2053.34,449571.44
2541,976.12,822.5,686.46,72944.24
2542,337.18,30.84,493.46,2648.84
2543,18423.54,22814.2,2566.72,2025635.54
2544,-60.42,1,1,3.3
2545,678.02,510.18,525.54,45210.16
2546,1423.88,285.92,2587.74,25300.58
2547,1367.54,307.76,1642.52,27238.62
2548,255.84,224.7,197.2,19862.82
2549,64.22,1.7,170.84,63.44
2550,849.06,428,991.56,37915.68
2551,428.54,374.88,378.36,33197.38
2552,169.6,76.38,185,6693.64
2553,-21.1,1,1,1.12
2554,66.8,98.26,19.86,8635.52
2555,2365.66,3313.24,1,283899.68
2556,1197.34,113.32,1683.46,9974.1
2557,6266.32,7735.08,1012.32,686727.48
2558,1183.36,781.92,893.74,69338.34
2559,441.8,60.14,961.38,5249.3
2560,274.54,5.78,378.36,425.34
2561,574.54,433.7,385.9,38421.22
2562,0.6,22.52,1,1912
2563,150724.84,180793.76,36754.66,437436.96
2564,204.76,32.94,827.46,2835.56
2565,-22.54,39.46,48.18,3413.74
2566,328.46,8.32,453.8,650.46
2567,836.34,211.08,1034.94,18655.62
2568,324.74,12.76,466,1045.8
2569,3616.9,4919.02,1,436678.24
2570,188.1,99.68,195.94,8763.98
2571,32024.88,2174.88,3027.44,193026.14
2572,3789.02,1499.28,3763.3,133037.36
2573,142183.88,141584.8,50778.42,99563.24
2574,1194.38,657.78,1289.68,58317.28
2575,-19.86,1,1,1.22
2576,84.5,1,151.94,1
2577,130141.4,183747.92,378.36,16315316.88
2578,55090.84,85304.74,567.04,7574318.92
2579,-64.3,92.32,23.64,8109.74
2580,117186.34,134268.5,27208.52,11921911.58
2581,252.56,22.12,378.36,1877.16
2582,-19.86,1,1,1.64
2583,3167.68,4337.22,378.36,385021.62
2584,3191.2,1551.28,1595.3,137683.8
2585,329.54,86.48,378.36,7591.44
2586,1365.46,34.26,1848.16,2955.78
2587,9.38,38.22,1,3308.34
2588,432261.96,597528.66,1,102571472.6
2589,2222.52,1516.32,1759.52,134547.9
2590,1017.76,1388.54,1,123198.3
2591,7115.72,9558.58,720.96,848642.26
2592,-6.42,1,32.92,14.74
2593,89.38,54.74,508.64,4769.42
2594,152942.26,949798.56,35990.96,48092754.86
2595,98.36,1.12,164.26,10.08
2596,5395703.1,-159958.78,295.38,45.04
2597,17641.74,23542.86,944.4,2607588.52
2598,551.94,99.64,685.98,8755.74
2599,43289.82,57411.06,1974.86,115750.74
2600,1218.3,289.12,1001,26391.7
2601,240529.04,205957.14,4224.56,14053369.88
2602,95509.74,135485.3,567.04,12029965.26
2603,209165.28,179679.7,102589.68,861135.12
2604,-301829.98,168837.02,2160.64,212580.2956
2605,8094.06,10925.56,567.04,970015.2
2606,36.84,89.02,1,7817.28
2607,-1.9,1,1.72,1
2608,3354.12,4785.26,378.36,424808.46
2609,1170.34,2125.58,1,188650.58
2610,-79.32,1,1,14.2
2611,488.42,690.58,1,61234.3
2612,1988.46,1678.26,1057.56,148927.42
2613,78.72,9.58,227.4,763.26
2614,114.42,1.14,179.6,12.88
2615,123.16,65.24,122.32,5705.52
2616,864.38,1080.28,208.56,95830.6
2617,-115162.62,74866.36,753.82,751.14
2618,1038.56,700.42,821.82,62102.9
2619,380.42,42.3,550.72,3667.04
2620,538.4,92.4,661.44,8118.42
2621,792.52,356.4,944.4,31558.04
2622,72263.78,98375.48,1968.76,361268.62
2623,-1.36,1,10.44,1
2624,5395495.16,-159958.94,1,1
2625,-16.86,7.62,1,586.5
2626,619.86,41.32,1016.06,3581
2627,419699.64,314095.72,247262.52,1057062.607
2628,81327.9,124631.14,1274.58,11066202.02
2629,239.38,69.1,402.9,6049.02
2630,2024.96,299.04,2683.98,25713.7
2631,755.22,141.16,925.94,12448.36
2632,1917.48,3109.52,1,276011.54
2633,902.2,833.8,680.2,201681.48
2634,2235.96,1414.54,401,126437.82
2635,-15.54,3.66,25.54,237.74
2636,59.26,66.26,114.2,5795.76
2637,119804.12,147646.4,4901.12,2165313.16
2638,2073.98,1268.5,1718.08,112540.78
2639,-24.04,1,1,2.88
2640,1643.38,1068.94,1308.54,94822.68
2641,1578.62,1024.3,465.16,99839.28
2642,89796.14,135931,1384.48,12069544.68
2643,709.82,20.56,1104.76,1736.18
2644,-2.26,1,1.02,1
2645,110.72,30.22,184.74,2594.04
2646,1711,56.56,2483.24,4935.46
2647,84.5,1,151.94,1
2648,-17.56,19.52,29.3,1646.2
2649,273.64,2.22,387.54,106.82
2650,2051.18,1426.46,2367.12,149906.5133
2651,119.44,4.08,199.76,275.5
2652,418.44,102.02,514.22,8970.6
2653,4919.18,5984.98,982.14,531328.72
2654,3565.92,2465.94,2782.16,219004.92
2655,69.8,1,95.34,1
2656,-16.64,1.08,12.32,9.22
2657,1093.14,632.58,916.08,56077.46
2658,10420.8,12631.1,1788.16,1121457.4
2659,1350.72,148.06,1699.12,13057.58
2660,1186.16,502.4,1440.62,44519.96
2661,267.4,5.82,378.36,427.88
2662,374.78,32.04,506.64,2756.22
2663,82.88,66.96,283.98,5857.04
2664,419.3,157.92,431.18,13934.08
2665,-29.3,1.12,1,10.08
2666,32.68,1,76.54,1
2667,1061.72,653.16,1640.94,57903.64
2668,149,44.8,211.14,3890.96
2669,347.58,68.38,421.76,5982.98
2670,25.5,56.82,1,4956.36
2671,258.92,4,458.02,270.16
2672,6272.62,8138.4,897.22,722541.12
2673,1260.66,1046.5,953.82,92834.08
2674,107.72,1.02,161.38,3.22
2675,664.94,217.62,921.34,19233.46
2676,-77.66,3.22,1,221
2677,0.94,25.74,2.16,2199.02
2678,249.08,1.76,354.8,68.1
2679,257840.94,365115.8,1,42755791.56
2680,270,13.8,378.36,1136.7
2681,639,58.6,850.12,5112.6
2682,-4.7,24.08,1,2048.62
2683,2693.02,2934.38,1033.08,260460.5
2684,445.42,703.12,1,62342.14
2685,5440.6,6839.3,1406.72,607191.58
2686,613.02,14.02,893.18,1154.96
2687,167.86,185.62,85.9,16393.34
2688,481.08,16.46,831.16,1373.46
2689,2545.64,2545.9,1155.76,225966.64
2690,-25.28,1,1,1.38
2691,106.82,4.62,199.12,321.72
2692,345.84,560.72,29.3,49699.76
2693,41449.74,56817.76,1,6704782.66
2694,1651.58,448.44,1867.02,39729.22
2695,122.62,69.18,149.7,6056.2
2696,-18.58,2.7,1,151.94
2697,76.14,1.42,199.22,37.96
2698,9336.62,11441.62,2487.8,1015839.28
2699,13507.34,24311.32,133.08,2158569.3
2700,960.88,1000.22,349.98,88721.26
2701,69658.08,100375.84,575.94,8912516.82
2702,-18.4,1.14,1,12.62
2703,575.76,5.94,973.22,440.78
2704,819.14,74.54,1072.66,7085.835556
2705,157.12,238.38,1,21078.56
2706,732.98,52.64,1076.48,4589.84
2707,496.58,96.46,604.76,8480.18
2708,673.24,31.24,1283.96,2690.76
2709,950.4,926.56,575.62,82183.38
2710,4141.74,180.24,5474.58,15914.72
2711,353.3,141.06,378.36,12438.8
2712,408.52,592.12,1,52488.9
2713,637.2,492.2,472.7,42672.1
2714,676.74,13.1,944.36,1074.06
2715,1293.1,35.8,1953.78,3091.24
2716,-52.46,1,1,2.34
2717,-17.72,70.58,1,5450.88
2718,1220.64,400.24,1997.24,35447.8
2719,80.08,13.64,130.76,1124.86
2720,2685.96,3540.64,991.58,314289.42
2721,-15.82,1,1,4.62
2722,350.08,398.72,101,35316.74
2723,229.1,91.32,290.94,8020.74
2724,499.34,289.26,410.44,25597.54
2725,1779.92,2069.34,567.04,183651.12
2726,404.04,58.88,680.2,5139.6
2727,958.12,860.18,623.64,76288.84
2728,-3.12,1.02,1,3.22
2729,-3.64,1,1.02,1
2730,360.58,22.66,500.98,1924.42
2731,821.74,91.02,1064.56,7993.04
2732,-6.3,10.64,16.1,855.98
2733,64.56,39.68,85.9,3436.78
2734,127.46,1.06,216.08,6.22
2735,558.94,149.78,659.48,13210.32
2736,53955.54,76738.16,944.4,6813673.46
2737,20257.68,27246.86,737.26,2419224.38
2738,559.02,50.26,923.64,4376.32
2739,56131.28,53950.86,26182.02,4790333.24
2740,159.94,76.94,325.52,6739.5
2741,5957.18,6515.48,1556.3,578433.4
2742,312.22,18.9,640.66,1591.38
2743,832.88,44.18,1180.26,3834.38
2744,-20.06,2.5,1,135.86
2745,490.22,786.66,1,61522.7
2746,13207.54,20637.06,1305.42,1832322.74
2747,4637.3,7058.82,1,552665
2748,33721.02,48311.08,755.72,4289565.04
2749,-31,1.06,10.44,8.2
2750,95.68,1.86,151.94,78.22
2751,46.08,1.9,85.9,79.36
2752,328.16,226.76,704.78,20047.66
2753,64.22,2.46,114.2,131.56
2754,207.22,62.68,287.98,5478.04
2755,464.66,715.12,340.66,63409.12
2756,1086.1,113.52,1531.66,9993.16
2757,371.94,156.48,387.8,13803.96
2758,3670.52,4313.8,719.86,382944.62
2759,2464.04,1739.22,2119.92,154342.56
2760,1647.58,276.28,2152.02,24442.02
2761,2490.32,2908.24,989.7,258141.44
2762,4.82,29.14,1,2497.36
2763,5330.16,7056.34,342.84,626457.8
2764,1289.18,53,1950.02,4617.86
2765,-151.9,6.62,1,457.58
2766,57.22,302.26,1,24296.76
2767,1676.9,2175.64,134.96,193092.78
2768,437.56,67.68,567.04,5923.5
2769,1875058.28,2498407.92,161.38,221839410.8
2770,419.26,4.22,607.84,284
2771,49249.4,68460.26,1751.28,6078657.42
2772,-24.88,1,1,1.42
2773,5626755.06,10303710.34,44836.06,1998892235
2774,312.26,43.94,401.8,3813.96
2775,1488.94,428.68,1689.74,37974.74
2776,1050.92,610.38,982.12,54109.84
2777,8.28,1,19.86,1
2778,2045.08,1910.16,1125.52,169519.46
2779,945.36,30.8,1303.4,2647.52
2780,311.04,3.92,448.44,263.02
2781,532.6,34.74,711.9,2995.7
2782,-27.24,1.28,1,25.08
2783,-19.86,1,1,2.9
2784,7934.58,10368.52,401.06,920554.96
2785,1515.62,517.18,3299.24,45830.32
2786,395.44,72.64,680.2,6359.78
2787,-73.38,10.22,10.44,815.86
2788,1077.34,421.94,1158.54,37379.26
2789,158.9,1.7,227.4,62.78
2790,1665.54,569.94,1810.5,50517.98
2791,2578.08,575.2,3491.6,50983.74
2792,-12.22,2.22,1,105.94
2793,-6.74,3.76,1.34,247.64
2794,313.36,62.32,599.12,5447.9
2795,2225.94,1458.32,1670.88,129402.18
2796,915.72,328.08,982.12,29038.34
2797,816.62,851.82,382.16,75549.94
2798,-7.98,12.98,1,1067.76
2799,-14.9,1,1,3.52
2800,-8.24,3.44,1,218.7
2801,68.82,112.3,172.7,9879.58
2802,99914.82,140616.7,6889.92,12485590.16
2803,87.58,1.16,135.14,14.58
2804,380.3,48.22,680.2,4195.36
2805,-19.78,1.2,3.36,18.68
2806,34.66,1.06,86.88,6.34
2807,-56.82,1.2,18.22,14.62
2808,-46.88,17,3.76,1421.1
2809,1394.78,306.72,1640.6,27149.46
2810,-78.88,1.58,1,53.1
2811,-15.88,3.8,10.44,254.14
2812,82778.4,109284.7,6572,9703553.16
2813,200.62,4.7,302.88,331.34
2814,-36.88,23.56,40.62,2003.24
2815,-16.98,7.5,1,576.28
2816,357.36,54.2,476.48,4723.92
2817,20505.46,7009.16,297.6,704518.96
2818,9003.82,12742.9,1265.16,1131379.7
2819,71251.86,78281.62,30395.36,20886.54
2820,-79.26,1,1,3
2821,309.86,19.22,432.58,1621.1
2822,5206.58,3314.6,4859.44,294228.96
2823,-22.9,3.2,1,193.52
2824,0.74,1,6.3,1
2825,-17.36,1.2,17.28,17.28
2826,65488.7,86742.24,967.06,7701959
2827,468.8,4.76,680.2,332.76
2828,-9.82,1,2.04,1
2829,-6.72,1,4.78,1.56
2830,57161.64,88310.24,1765.2,7841184.02
2831,876.84,164.66,1057.56,14530.56
2832,416.26,29.9,919.64,2569.46
2833,3456.72,3094.28,1870.84,274660.18
2834,300.18,12.54,416.1,1024.06
2835,38.12,1.14,82.14,16.2
2836,1325.06,842.4,1093.46,74709.2
2837,537.5,102.72,687.74,9035.78
2838,768.24,2266.3,670.8,201144.36
2839,-11,1,2.3,1.62
2840,1007.98,631.58,953.84,55992.82
2841,1210.16,134.38,1660.1,11843.32
2842,11.86,7.66,35.78,587.54
2843,513.56,376.44,567.04,33338.06
2844,39293.5,3635.54,31686.94,325115.38
2845,157880.44,227953.36,3572.7,20240410.54
2846,-20.94,1.92,15.28,81.3
2847,1752.56,1005.26,1451.96,89170.38
2848,-19.56,3.24,1,201.84
2849,5014.54,6092.42,1501.08,540872.58
2850,-10.62,1,1.46,1
2851,1708.62,1245.56,1048.18,110508.36
2852,750.86,269.94,793.44,23881.92
2853,51.24,10.4,85.9,835.52
2854,646.52,67.76,967.3,5927.12
2855,18301.2,26458.1,170.82,2252.76
2856,276.36,19.66,378.36,1655.6
2857,-68.68,17.78,1,1842.68
2858,-6.46,1,8.66,1
2859,136.36,231.58,1,20475.52
2860,64549.02,78096.94,2677.38,16613207.77
2861,-14.38,1,10.44,2.08
2862,0.92,1,3.9,1
2863,48.08,159.52,29.3,14077.28
2864,12.96,1,38.74,1
2865,-22.64,2.04,1,91.98
2866,1033.66,1460.82,1050.54,129623.12
2867,-10,1,1,2.86
2868,993.68,740.48,745.7,65661.6
2869,130.8,1.44,189.72,40.1
2870,38480.88,51573.02,397.24,3121.04
2871,891.98,583.86,982.12,51756.24
2872,-53.7,3.82,8.54,252.04
2873,421.84,775.88,1,68801.26
2874,161.28,450.66,338.74,39923.78
2875,306.4,8.44,470.8,658.4
2876,919.32,584.7,799.12,51830.1
2877,351825.14,510118.4,921.76,45294509.66
2878,331.96,8.84,493.18,697.32
2879,25469.78,33637.4,621.82,2986654.64
2880,3495.04,4287.48,599.12,380605.56
2881,1114.22,242.64,1523.58,21455.64
2882,420.1,43.36,651.9,3761.7
2883,743620.62,429131.96,603883.12,11230557.14
2884,4567.46,541.1,967.04,48082.24
2885,301371.92,427237.38,4297.7,39601793.1
2886,-7.72,4.16,1,280.02
2887,8568.8,11598.34,784,1029752.72
2888,1320.9,416.22,1672.7,36867.56
2889,-16.72,21.38,1,1595.84
2890,464.78,27.32,680.2,2340.46
2891,2857.66,1084.22,3354.9,96179.9
2892,4262.7,2984.74,5584.22,264935.06
2893,893.4,1150.66,393.46,102077.96
2894,65.98,245.2,1,21684.82
2895,666.26,84.24,965.64,7393.88
2896,6932,10871.04,791.56,965174.8
2897,860.86,194.74,1019.84,17201.38
2898,121.24,1.26,187.82,23.12
2899,279.18,2.04,429.4,91.34
2900,5618.42,3877.28,4142.58,344185.3
2901,125.34,330.18,10.44,29229.7
2902,3.88,6.68,19.86,508.12
2903,1391.5,1776.34,317.96,157636.44
2904,137815.28,195588.34,8122.7,398669.2934
2905,1176.02,1284.4,378.36,113954.1
2906,1213857.62,1761732.02,1010.46,262597144.6
2907,2442.06,2583.06,951.94,229268.74
2908,380.12,185,378.36,16338.84
2909,654.38,370.84,604.76,32841.66
2910,365.38,103.42,468.9,9094.12
2911,158.04,319.82,95.34,28310.38
2912,390.24,393.06,178.36,34812.04
2913,534.48,118.48,1038.7,10432.76
2914,-44523.4,43854.34,227.4,850.42
2915,-27.68,1.12,1,11.52
2916,304.92,64.9,378.36,5674.82
2917,1068.72,537.44,1344.76,47627.02
2918,42,1,65.8,1
2919,632.94,797.26,85.9,70704.1
2920,331,89.34,405.86,7844.88
2921,376.66,53.98,503.88,4705.3
2922,2615.5,1169.52,2610.38,103754.8
2923,22260.12,29176.68,2318.62,2590576.94
2924,-1.42,1.04,17.98,3.46
2925,10713.84,2991.8,239.64,16283.06
2926,377.92,472.9,85.9,41900.32
2927,1889.1,1247.18,1595.34,110655.28
2928,260.22,200.92,211.64,17750.78
2929,312.64,108.18,378.36,9513.38
2930,1268.12,263.98,1836.76,23350.34
2931,1345.66,374.72,2159.86,33183.9
2932,4.08,1.02,19.86,2.34
2933,-4.86,1,2.88,1.04
2934,589.66,1044.58,1,92661.52
2935,45,1,114.22,1
2936,20530.56,29300.96,1065.16,2601614.6
2937,1143.24,1174.48,425.54,104195.62
2938,283.56,74.66,424.68,6542.78
2939,-37.92,3.32,1,196.74
2940,1883.32,2539.92,1,225434.76
2941,871.14,165.72,1057.56,14627.26
2942,19.72,1,38.72,1
2943,-10.96,1,1.02,1
2944,-35.12,3.34,2.16,205.38
2945,-49.44,1,4.52,1.68
2946,44003.44,51052.18,8706.16,4532955.92
2947,-159.16,1,1,11.9
2948,1791.74,2003.8,968.34,177835.4
2949,-2.44,1,1,1.1
2950,5479.36,4675.16,4529.82,415028.12
2951,730.74,1253,1476.52,111167.18
2952,-62.94,3.16,10.44,194.06
2953,-2.26,1,1.02,1
2954,2428.74,2300.74,1031.18,205131.08
2955,645.68,872.22,1,77356.16
2956,996.46,290.88,1133.06,25738.64
2957,45.48,82.52,1,7235.3
2958,-78.08,59.08,282.16,5160.7
2959,789.94,196.48,1283.16,17355.5
2960,1892.64,1486,1327.46,131859.96
2961,114.82,69.34,208.56,6068.34
2962,137.72,7,371.4,535.9
2963,260.64,11.46,378.36,927.04
2964,3529.04,3607.72,1787.8,320249.22
2965,-40.1,1.48,1,38.62
2966,-25.26,1.06,1,4.62
2967,92.34,159.84,1,14107.38
2968,602.9,402.72,708.52,35670.64
2969,1937.86,2739.86,1,243189.68
2970,6.46,1,22.52,1
2971,1459.26,71.12,1970.72,6227.44
2972,263,47.56,454.78,4133.34
2973,9110.18,9797.5,2661.36,869856.6
2974,-77.24,1,1,2.22
2975,-47.48,1.04,17.56,4.28
2976,48.76,98.28,1,8640.66
2977,73.44,110.5,1,9725.46
2978,1057.14,824,708.54,73077.7
2979,1292.84,742.46,1057.56,65836.62
2980,393.58,12.7,604.74,1041.1
2981,218.64,2.4,321.76,123.64
2982,110.98,1,161.38,1
2983,2675.18,3559.18,567.04,315938.92
2984,380.04,335.76,233.06,29721.64
2985,-20.88,1.94,1,82.9
2986,-9.7,1.36,1,26.34
2987,88.14,137.44,1,12116.06
2988,327.28,2.58,529.66,138.08
2989,7474.12,8526.08,2672.72,756963.3
2990,418.54,20.02,661.38,1687.26
2991,32.72,182.22,3.74,16089.96
2992,1161.16,3262.6,1,4.72
2993,54487.32,77794.88,3770.88,6907498.18
2994,357.2,532.8,1,41644.52
2995,574.44,311.48,568.9,27567.6
2996,-58.32,11.36,8.54,922.04
2997,2212.76,1181.48,2327.48,104818.48
2998,435.88,849.42,1,203071.74
2999,319.52,58.18,490.28,5087.52
3000,182.86,209.04,210.54,18471.94
